Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
National,National,Age,6-23 months,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.3979,4.3076,3800,5247738,0,"2023-2024, National. Age: 6-23 months",35.5 - 44.1,1,2,4,1,1,1,1010204
National,National,Age,6-23 months,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.4271,4.8466,3800,5284830,0,"2023-2024, National. Age: 6-23 months",37.9 - 47.6,1,2,4,1,1,1,1010204
National,National,Age,6-23 months,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.4809,4.0645,3800,5428222,0,"2023-2024, National. Age: 6-23 months",44.0 - 52.2,1,2,4,1,1,1,1010204
National,National,Age,6-23 months,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.512,4.5515,3800,5464341,0,"2023-2024, National. Age: 6-23 months",46.6 - 55.7,1,2,4,1,1,1,1010204
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1919,1.0738,18064,33025019,0,"2023-2024, National. Mother's Education: >= College degree",18.1 - 20.3,1,3,13,1,1,1,1010313
National,National,Mother's Education,>= College degree,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2307,1.3132,18064,33137446,0,"2023-2024, National. Mother's Education: >= College degree",21.8 - 24.4,1,3,13,1,1,1,1010313
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3688,3.9293,3168,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",32.9 - 40.8,1,1,1,9,2,1,1090101
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3724,3.9231,3168,2835972,0,"2023-2024, Region 8. Overall (6 months-17 years)",33.3 - 41.2,1,1,1,9,2,1,1090101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2022,2.3498,3282,10805570,0,"2023-2024, Region 9. Overall (6 months-17 years)",17.9 - 22.6,1,1,1,10,2,1,1100101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2311,2.8433,3282,10780970,0,"2023-2024, Region 9. Overall (6 months-17 years)",20.3 - 26.0,1,1,1,10,2,1,1100101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2773,3.5563,3282,10797881,0,"2023-2024, Region 9. Overall (6 months-17 years)",24.2 - 31.3,1,1,1,10,2,1,1100101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2902,4.0048,3282,10805570,0,"2023-2024, Region 9. Overall (6 months-17 years)",25.0 - 33.0,1,1,1,10,2,1,1100101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3551,3.6871,3282,10805570,0,"2023-2024, Region 9. Overall (6 months-17 years)",31.8 - 39.2,1,1,1,10,2,1,1100101
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2387,2.3797,5889,13267310,0,"2023-2024, National. Mother's Education: High school or equivalent",21.5 - 26.2,1,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.2938,2.4999,5889,12518435,0,"2023-2024, National. Mother's Education: High school or equivalent",26.9 - 31.9,1,3,11,1,1,1,1010311
National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3058,2.6013,5889,12283328,0,"2023-2024, National. Mother's Education: High school or equivalent",28.0 - 33.2,1,3,11,1,1,1,1010311
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.21,3.0494,2035,5584502,0,"2023-2024, National. Mother's Education: Less than high school",17.9 - 24.0,1,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2204,3.136,2035,5406881,0,"2023-2024, National. Mother's Education: Less than high school",18.9 - 25.2,1,3,10,1,1,1,1010310
National,National,Mother's Education,Less than high school,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2393,3.2445,2035,5120844,0,"2023-2024, National. Mother's Education: Less than high school",20.7 - 27.2,1,3,10,1,1,1,1010310
South Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.2765,4.9958,801,2523308,0,"2023-2024, South Carolina. Overall (6 months-17 years)",22.7 - 32.6,1,1,1,54,3,1,1540101
South Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.2765,4.9958,801,2647349,0,"2023-2024, South Carolina. Overall (6 months-17 years)",22.7 - 32.6,1,1,1,54,3,1,1540101
South Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1559,5.9167,581,400847,0,"2023-2024, South Dakota. Overall (6 months-17 years)",9.7 - 21.5,1,1,1,55,3,1,1550101
South Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1884,5.8987,581,202534,0,"2023-2024, South Dakota. Overall (6 months-17 years)",12.9 - 24.7,1,1,1,55,3,1,1550101
South Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2029,5.2835,581,202156,0,"2023-2024, South Dakota. Overall (6 months-17 years)",15.0 - 25.6,1,1,1,55,3,1,1550101
South Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2246,5.7345,581,221127,0,"2023-2024, South Dakota. Overall (6 months-17 years)",16.7 - 28.2,1,1,1,55,3,1,1550101
South Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.2683,7.416,581,66051,0,"2023-2024, South Dakota. Overall (6 months-17 years)",19.4 - 34.2,1,1,1,55,3,1,1550101
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.2628,2.0849,7985,14945267,0,"2023-2024, National. Mother's Education: Some college",24.2 - 28.4,1,3,12,1,1,1,1010312
National,National,Mother's Education,Some college,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.2765,2.214,7985,16663796,0,"2023-2024, National. Mother's Education: Some college",25.4 - 29.9,1,3,12,1,1,1,1010312
National,National,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1869,0.7751,36011,70609271,0,"2023-2024, National. Overall (6 months-17 years)",17.9 - 19.5,1,1,1,1,1,1,1010101
National,National,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.215,0.8764,36011,70463538,0,"2023-2024, National. Overall (6 months-17 years)",20.6 - 22.4,1,1,1,1,1,1,1010101
National,National,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2532,1.0166,36011,70520444,0,"2023-2024, National. Overall (6 months-17 years)",24.3 - 26.3,1,1,1,1,1,1,1010101
National,National,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2698,1.1386,36011,70547084,0,"2023-2024, National. Overall (6 months-17 years)",25.8 - 28.1,1,1,1,1,1,1,1010101
National,National,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3389,1.1208,36011,70607119,0,"2023-2024, National. Overall (6 months-17 years)",32.8 - 35.0,1,1,1,1,1,1,1010101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,,,429,91969,1,"2023-2024, Alaska. Overall (6 months-17 years)", - ,1,1,1,13,3,1,1130101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.275,9.65,429,91421,0,"2023-2024, Alaska. Overall (6 months-17 years)",17.9 - 37.2,1,1,1,13,3,1,1130101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2807,9.2465,429,123204,0,"2023-2024, Alaska. Overall (6 months-17 years)",18.8 - 37.3,1,1,1,13,3,1,1130101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2874,9.342,429,190359,0,"2023-2024, Alaska. Overall (6 months-17 years)",19.4 - 38.1,1,1,1,13,3,1,1130101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3253,8.9491,429,342592,0,"2023-2024, Alaska. Overall (6 months-17 years)",23.6 - 41.5,1,1,1,13,3,1,1130101
Alaska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3253,8.9491,429,286891,0,"2023-2024, Alaska. Overall (6 months-17 years)",23.6 - 41.5,1,1,1,13,3,1,1130101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1773,3.2472,921,4923689,0,"2023-2024, Arizona. Overall (6 months-17 years)",14.5 - 21.0,1,1,1,14,3,1,1140101
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.172,0.9835,18796,33528773,0,"2023-2024, National. Poverty Status: Above Poverty, Income >= $75k",16.2 - 18.2,1,4,14,1,1,1,1010414
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2156,1.3045,18796,33625372,0,"2023-2024, National. Poverty Status: Above Poverty, Income >= $75k",20.3 - 22.9,1,4,14,1,1,1,1010414
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2707,1.5668,18796,33457956,0,"2023-2024, National. Poverty Status: Above Poverty, Income >= $75k",25.5 - 28.6,1,4,14,1,1,1,1010414
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.29,1.7419,18796,35068940,0,"2023-2024, National. Poverty Status: Above Poverty, Income >= $75k",27.3 - 30.7,1,4,14,1,1,1,1010414
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3669,1.6089,18796,33094497,0,"2023-2024, National. Poverty Status: Above Poverty, Income >= $75k",35.1 - 38.3,1,4,14,1,1,1,1010414
National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3952,1.783,18796,34745536,0,"2023-2024, National. Poverty Status: Above Poverty, Income >= $75k",37.7 - 41.3,1,4,14,1,1,1,1010414
Michigan,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3158,7.7877,499,1825584,0,"2023-2024, Michigan. Overall (6 months-17 years)",23.8 - 39.4,1,1,1,35,3,1,1350101
Michigan,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3218,7.6722,499,1681024,0,"2023-2024, Michigan. Overall (6 months-17 years)",24.5 - 39.8,1,1,1,35,3,1,1350101
Minnesota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2417,7.3445,530,1027662,0,"2023-2024, Minnesota. Overall (6 months-17 years)",16.8 - 31.5,1,1,1,36,3,1,1360101
Minnesota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2417,7.3445,530,1523404,0,"2023-2024, Minnesota. Overall (6 months-17 years)",16.8 - 31.5,1,1,1,36,3,1,1360101
Minnesota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.315,6.3901,530,1828441,0,"2023-2024, Minnesota. Overall (6 months-17 years)",25.1 - 37.9,1,1,1,36,3,1,1360101
Minnesota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.315,6.3901,530,2480996,0,"2023-2024, Minnesota. Overall (6 months-17 years)",25.1 - 37.9,1,1,1,36,3,1,1360101
Minnesota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.315,6.3901,530,1835363,0,"2023-2024, Minnesota. Overall (6 months-17 years)",25.1 - 37.9,1,1,1,36,3,1,1360101
National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2068,2.1688,4623,10325353,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",18.5 - 22.8,1,4,17,1,1,1,1010417
National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2207,2.1067,4623,9430415,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",20.0 - 24.2,1,4,17,1,1,1,1010417
National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2315,2.3934,4623,9189509,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",20.8 - 25.5,1,4,17,1,1,1,1010417
National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3343,3.227,4623,10195670,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",30.2 - 36.7,1,4,17,1,1,1,1010417
National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3457,3.2929,4623,11178565,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",31.3 - 37.9,1,4,17,1,1,1,1010417
National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1754,2.1949,3547,9799286,0,"2023-2024, National. Race/Ethnicity: Black, Non-Hispanic",15.3 - 19.7,1,5,18,1,1,1,1010518
National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1874,2.1481,3547,9799286,0,"2023-2024, National. Race/Ethnicity: Black, Non-Hispanic",16.6 - 20.9,1,5,18,1,1,1,1010518
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2074,7.5819,420,685490,0,"2023-2024, Arkansas. Overall (6 months-17 years)",13.2 - 28.3,1,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3779,10.2806,420,1040612,0,"2023-2024, Arkansas. Overall (6 months-17 years)",27.5 - 48.1,1,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3953,10.8225,420,780844,0,"2023-2024, Arkansas. Overall (6 months-17 years)",28.7 - 50.4,1,1,1,15,3,1,1150101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2114,3.1773,1031,5390192,0,"2023-2024, California. Overall (6 months-17 years)",18.0 - 24.3,1,1,1,16,3,1,1160101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2449,3.8797,1031,7309857,0,"2023-2024, California. Overall (6 months-17 years)",20.6 - 28.4,1,1,1,16,3,1,1160101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2893,4.5688,1031,7909050,0,"2023-2024, California. Overall (6 months-17 years)",24.4 - 33.5,1,1,1,16,3,1,1160101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3034,5.0999,1031,8797278,0,"2023-2024, California. Overall (6 months-17 years)",25.2 - 35.4,1,1,1,16,3,1,1160101
National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3013,2.4312,7345,18304886,0,"2023-2024, National. Race/Ethnicity: Hispanic",27.7 - 32.6,1,5,19,1,1,1,1010519
National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3605,2.4078,7345,18308723,0,"2023-2024, National. Race/Ethnicity: Hispanic",33.6 - 38.5,1,5,19,1,1,1,1010519
National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3802,2.5563,7345,18306873,0,"2023-2024, National. Race/Ethnicity: Hispanic",35.5 - 40.6,1,5,19,1,1,1,1010519
National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2153,2.4477,5395,7986790,0,"2023-2024, National. Race/Ethnicity: Other, Non-Hispanic",19.1 - 24.0,1,5,21,1,1,1,1010521
National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2517,2.6699,5395,7986790,0,"2023-2024, National. Race/Ethnicity: Other, Non-Hispanic",22.5 - 27.8,1,5,21,1,1,1,1010521
National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.3032,3.1435,5395,7986790,0,"2023-2024, National. Race/Ethnicity: Other, Non-Hispanic",27.2 - 33.5,1,5,21,1,1,1,1010521
